name,display_name,bio,followers_count,following_count,acct_created,location,id,id_str
b'RepAnnWagner',b'Ann Wagner',b'Official Twitter account for Congresswoman Ann Wagner-- proudly Representing the 2nd Congressional District of Missouri https://t.co/6TKCrqRcSw',23886,2658,2013-01-01 00:01:45,"b'Ballwin, MO'",1051446626,b'1051446626'
b'RepGraceMeng',b'Grace Meng',"b""Representing NY's 6th Congressional District - Parts of West, Central and Northeast Queens.\n\nFor specific questions or concerns, please contact my office.""",31032,693,2012-12-31 20:28:41,b'',1051127714,b'1051127714'
b'SenKevinCramer',b'Sen. Kevin Cramer',b'Representing the great people of North Dakota in the United States Senate.',21105,500,2012-12-30 20:54:06,b'',1048784496,b'1048784496'
b'RepDanKildee',b'Rep. Dan Kildee',"b""Honored to represent Michigan's Fifth Congressional District. Born & raised in Flint. @HouseDemocrats Chief Deputy Whip. Proud husband, father & grandfather.""",40384,5491,2012-12-29 15:05:47,b'Michigan',1045110018,b'1045110018'
b'RepMarkTakano',b'Mark Takano',"b""Proudly Representing California's 41st District. Chairman: @VetAffairsDems. Member: @EdLaborCmte, @USProgressives, @LGBTEqCaucus, and @CAPAC.""",53775,453,2012-12-26 14:58:17,"b'Riverside, CA'",1037321378,b'1037321378'
b'RepLipinski',b'Rep. Daniel Lipinski',"b""Proudly representing the people of Illinois' 3rd Congressional District. Follow me on Facebook at https://t.co/oqe6Q8PbEE""",16096,2525,2012-12-13 17:03:06,b'',1009269193,b'1009269193'
b'RepDelBene',b'Rep. Suzan DelBene',"b""U.S. Congresswoman representing Washington's 1st Congressional District (#WA01)""",26577,1969,2012-12-07 14:40:48,b'',995193054,b'995193054'
b'RodneyDavis',b'US Rep Rodney Davis',b'Proudly representing #IL13 and marginalized Nickelback fans everywhere. Leader of @HouseAdminGOP and member of @TransportGOP and @HouseAgGOP.',22452,557,2012-12-06 14:20:04,"b'Taylorville, IL'",993153006,b'993153006'
b'RepDaveJoyce',b'Dave Joyce',"b'Father, husband, and former prosecutor proudly representing #OH14'",21129,2541,2012-11-28 21:12:14,"b'Washington, DC'",976969338,b'976969338'
b'RepThomasMassie',b'Thomas Massie',"b""U.S. Rep for KY's 4th District, Chairman 2nd Amdt Caucus, Political Science Denier, Greenest Congressman, MIT '93 SB, '96 SM #sassywithmassie""",85692,1413,2012-11-28 02:33:14,b'',975200486,b'975200486'
b'SenWarren',b'Elizabeth Warren',"b'U.S. Senator, Massachusetts. She/her/hers. Official Senate account.'",5448413,493,2012-11-25 15:14:27,b'',970207298,b'970207298'
b'SenTomCotton',b'Tom Cotton',b'U.S. Senator proudly serving the state of Arkansas.',161813,352,2012-11-24 19:33:10,b'',968650362,b'968650362'
b'RepMarkMeadows',b'Mark Meadows',"b""Businessman, husband, and father proudly representing North Carolina's 11th Congressional District. Former Chairman of @freedomcaucus.""",407504,964,2012-11-22 02:20:50,"b'Jackson County, NC'",963480595,b'963480595'
b'RepAndyHarrisMD',"b'Rep. Andy Harris, MD'","b'Proud to represent MD-01; Anesthesiologist; Dad to Joe, Becky, Irene, Jessica, & Danny; Grandpa to Charles, Abigail, Arthur, Andrew, Camilla, James, & Sylvia.'",16613,613,2012-11-20 18:31:27,"b""Maryland's First District""",960962340,b'960962340'
b'RepBera',"b'Ami Bera, M.D.'","b'Father, husband, doctor. Proudly representing Sacramento County in the House of Representatives #CA07. \n\nChair @HouseForeign Oversight & Investigations Subcmte.'",34921,1144,2012-11-16 01:39:54,"b'Elk Grove, California'",950783972,b'950783972'
b'SenatorHassan',b'Sen. Maggie Hassan',"b'New England sports fan, mom, crossword enthusiast, former governor, U.S. Senator for New Hampshire.'",144169,531,2012-11-13 21:27:37,b'',946549322,b'946549322'
b'RepSwalwell',b'Rep. Eric Swalwell',"b'Husband & Papa to Nelson/Cricket. CA Congressman @HouseJudiciary/@HouseIntel. Promise of America: if you work hard, you do better & dream bigger #FreedomToDream'",598100,8892,2012-11-11 20:26:01,"b'East Bay, CA & DC (CA-15)'",942156122,b'942156122'
b'MikeKellyPA',b'Rep. Mike Kelly',"b""U.S. Representative Mike Kelly proudly serves the people of Pennsylvania's 16th District (#PA16) and is a member of the House Ways & Means Committee. \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xba\xf0\x9f\x87\xb8""",16290,1304,2012-11-08 20:31:21,"b'Washington, DC'",935368364,b'935368364'
b'RepRichHudson',b'Richard Hudson',b'Official Twitter account for Congressman Richard Hudson -- proudly representing the 8th Congressional District of North Carolina.',18834,2344,2012-11-08 17:41:00,"b'Concord, NC'",935033864,b'935033864'
b'PatTiberi',b'Pat Tiberi',"b'Husband, Father, Son, OSU Alum, TBDBITL, #Buckeye fan.'",15206,890,2012-10-29 15:02:02,b'',912608010,b'912608010'
b'JimPressOffice',b'Sensenbrenner Press',"b""Press Office of Congressman Jim Sensenbrenner, representing Wisconsin's Fifth District. Former Chair of House Judiciary Committee.""",9862,626,2012-09-28 19:31:33,b'',851621377,b'851621377'
b'KYComer',b'James Comer',"b'U.S. Congressman (#KY1) Farmer. Former KY Commissioner of Agriculture. Husband to TJ & father of Reagan, Harlan & Aniston.'",12567,785,2012-09-21 19:51:00,"b'Monroe County, Kentucky'",838462994,b'838462994'
b'RepDavidRouzer',b'David Rouzer',"b""Congressman from North Carolina's 7th Congressional district""",10344,404,2012-09-19 20:23:15,b'',834069080,b'834069080'
b'RepDannyDavis',b'Rep. Danny K. Davis',"b""\xe2\x80\x9cThe People\xe2\x80\x99s Congressman\xe2\x80\x9d US House Representative for Illinois' 7th District. Serving on the 116th Congress Committee on Ways and Means.""",13108,362,2012-08-29 12:31:09,"b'Chicago, IL'",789244177,b'789244177'
b'RepCummings',b'Elijah E. Cummings',"b""U.S. Representative from Maryland's 7th District, dedicated to serving and empowering the people I\xe2\x80\x99m sworn to represent. RT's and Follows are not endorsements.""",529109,1597,2012-08-28 16:37:01,"b'Baltimore, MD'",787373558,b'787373558'
b'RepCartwright',b'Matt Cartwright',"b""Proudly representing Pennsylvania's 8th Congressional District.""",13935,1981,2012-08-23 20:05:56,"b'Moosic, PA'",776664410,b'776664410'
b'RoKhanna',b'Ro Khanna',b'Bridging national divide w/ a 21st century economic vision for new jobs & more pay in places left behind. No PAC $$. Pro-growth progressive. Obama Commerce alum',163213,14083,2012-08-21 09:10:20,"b'Silicon Valley, CA'",771152516,b'771152516'
b'MikeCrapo',b'Senator Mike Crapo',b'United States Senator for the great state of Idaho.',99247,744,2012-06-05 22:16:35,"b'Idaho & Washington, D.C.'",600463589,b'600463589'
b'LacyClayMO1',b'Lacy Clay MO1st',"b'Official Campaign Twitter Account of Lacy Clay for Congress. US Rep, Missouri 1st District. R/Ts & links are not endorsements.'",10754,2764,2012-05-19 16:41:06,"b'St. Louis, MO'",584912320,b'584912320'
b'RepDLamborn',b'Rep. Doug Lamborn',"b""Honored to represent Colorado's 5th District | Member of @HASCRepublicans and @NatResources | Twitter user policy: https://t.co/TqlZjK8r9P""",23202,1033,2012-05-18 16:01:17,"b'Colorado Springs, CO'",584012853,b'584012853'
b'RepMarcyKaptur',b'Marcy Kaptur',"b""Honored to serve the working people of Ohio's 9th District from Toledo to Cleveland & the Great Lake communities between them. Chair: Energy/Water @AppropsDems.""",21031,984,2012-05-15 16:57:51,b'DC/Toledo/Northern Ohio',581141508,b'581141508'
b'RepDean',b'Congresswoman Madeleine Dean',"b'Congresswoman serving Pennsylvania\xe2\x80\x99s Fourth District - Montgomery and Berks Counties | Committees: @FSCDems & @HouseJudiciary | ""Courage is in the air""'",21592,1121,2012-04-30 20:07:23,"b'Montgomery County, PA'",567508925,b'567508925'
b'RepBonamici',b'Suzanne Bonamici',"b""Representing Oregon's 1st District. Working to strengthen #PublicEducation, support #WorkingFamilies, & #DefendScience. Proud mom of two grown kids.""",28922,1257,2012-04-20 16:30:32,b'',558769636,b'558769636'
b'RepHalRogers',b'Hal Rogers',b'Representing the people of Southern and Eastern Kentucky and serving as Chairman of the U.S. House Appropriations Subcommittee on State and Foreign Operations',17074,746,2012-04-10 19:59:22,"b'Somerset, KY'",550401754,b'550401754'
b'RepBradWenstrup',b'Brad Wenstrup',"b""US Representative for the people of Ohio's 2nd District, Physician, Army Reservist, Dad, Lifelong Ohioan""",24372,1032,2012-03-08 16:25:14,b'',518644221,b'518644221'
b'BettyMcCollum04',b'Rep. Betty McCollum',"b""Proudly representing Minnesota's Fourth District in the United States House of Representatives.""",33084,1052,2012-03-06 20:52:11,b'Minnesota',516880804,b'516880804'
b'SenatorTester',b'Senator Jon Tester',"b""Third-generation Montana farmer. Proud grandfather. Former school teacher. Flattop icon. Trumpet player. Montana's senior Senator.""",95279,1000,2012-03-05 20:13:29,b'Montana',515822213,b'515822213'
b'daveloebsack',b'Dave Loebsack',b'Fighting for the hardworking people of Iowa',9371,583,2012-03-01 16:52:06,"b""Iowa's 2nd District""",510516465,b'510516465'
b'SenJackReed',b'Senator Jack Reed',b'Official Twitter feed of Rhode Island\xe2\x80\x99s U.S. Senator Jack Reed.',94781,36,2012-02-08 15:24:01,"b'Providence, Rhode Island'",486694111,b'486694111'
b'RepRoybalAllard',b'Rep. Lucille Roybal-Allard',b'Proudly representing California\xe2\x80\x99s 40th Congressional District. Follow me at https://t.co/KjVfmF9CaM & https://t.co/Urj0zPAr8d.',28257,5414,2012-01-31 21:30:43,b'',479872233,b'479872233'
b'SenFeinstein',b'Senator Dianne Feinstein',b'United States Senator from California. On Facebook at: https://t.co/RVLkJPLS9Y',1381369,225,2012-01-27 23:06:59,b'California',476256944,b'476256944'
b'RepJeffries',b'Hakeem Jeffries',b'Chairman of the House Democratic Caucus. Member of the Judiciary and Budget Committees. Proudly Represent Brooklyn & Queens.',160691,1231,2012-01-18 21:54:44,"b'Brooklyn, NY'",467823431,b'467823431'
b'RepRichardNeal',b'Rep. Richard Neal',"b'Serving the 1st District of Massachusetts in the US House of Representatives, with 87 cities & towns in western & central MA. Chairman of @WaysMeansCmte.'",30093,57,2011-12-21 14:18:30,b'',442824717,b'442824717'
b'LindseyGrahamSC',b'Lindsey Graham',b'The official Twitter feed for United States Senator Lindsey Graham.',1174495,2160,2011-12-09 22:21:03,b'South Carolina',432895323,b'432895323'
b'RepSusanDavis',b'Rep. Susan Davis',"b'Proudly representing the 53rd Congressional District of California. Serves on the Committees on Armed Services, Education & Labor, and House Administration.'",22601,167,2011-12-09 19:22:25,b'',432771620,b'432771620'
b'GKButterfield',b'G. K. Butterfield',"b""U. S. Representative, proudly serving North Carolina's 1st Congressional District. Follow my work in Washington and #NC01.""",20395,902,2011-12-09 17:17:22,b'',432676344,b'432676344'
b'RepRickLarsen',b'Rep. Rick Larsen',"b'Born and raised in Arlington, Wash. Chair, Aviation Subcommittee'",19548,5472,2011-11-03 13:59:42,"b""Washington's 2nd District""",404132211,b'404132211'
b'MarkAmodeiNV2',b'RepMarkAmodei',"b""Proudly representing Nevada's 2nd District""",14679,1088,2011-11-01 13:43:55,"b'Carson City, NV'",402719755,b'402719755'
b'RepHorsford',b'Rep. Steven Horsford',"b""Official Twitter account of Congressman Steven Horsford. Proudly representing the people of Nevada's Fourth Congressional District. #NV04""",10895,1894,2011-10-13 02:23:25,"b'Nevada, USA'",389840566,b'389840566'
b'RepMcNerney',b'Jerry McNerney',"b""Proudly representing California's 9th Congressional District. Learn more about my work in Congress at http://t.co/MbFWXH7J""",26019,735,2011-10-05 13:52:58,"b'Stockton, CA'",385429543,b'385429543'
b'RepJohnYarmuth',b'Rep. John Yarmuth',b'Chairman of the House Budget Committee. Congressman representing Kentucky\xe2\x80\x99s Third Congressional District.',41812,533,2011-10-04 15:07:38,"b'Louisville, KY'",384913290,b'384913290'
b'SenJohnHoeven',b'Senator John Hoeven',b'Official account of U.S. Senator John Hoeven of North Dakota. Chairman of #Agriculture Appropriations & @IndianCommittee.',95021,705,2011-09-30 17:55:30,b'North Dakota',382791093,b'382791093'
b'RepTerriSewell',b'Rep. Terri A. Sewell',"b""Selma native, working #ForThePeople of Alabama's 7th Congressional District\n\nhttps://t.co/9wsF8jx4Rt""",37112,4229,2011-09-27 20:47:50,"b'Washington, DC'",381152398,b'381152398'
b'MacTXPress',b'Mac Thornberry Press',"b'Tweets from the press shop of US Rep. Mac Thornberry. Mac serves the 13th District of TX, which spans from Amarillo to Wichita Falls & is larger than 13 states.'",15443,1119,2011-09-21 18:42:06,b'United States Capitol',377534571,b'377534571'
b'RepSarbanes',b'Rep. John Sarbanes',b'Representing Maryland\xe2\x80\x99s Third District. \nAuthor of #HR1. Cleaning up corruption #ForThePeople.  \nChair: @House_DRTF.\nMember: @OversightDems & @EnergyCommerce.',23248,516,2011-08-29 18:44:47,b'Maryland',364415553,b'364415553'
b'RepDevinNunes',b'Rep. Devin Nunes',b'',39015,14,2011-07-29 21:40:22,"b'Washington, DC'",344972339,b'344972339'
b'JaredHuffman',b'Rep. Jared Huffman',"b""Congressman for CA's 2nd Dist.  Posts on this page authorized by Huffman for Congress.  For my official House of Representatives feed please follow @RepHuffman""",9441,420,2011-07-13 20:49:36,b'Northern California',334894942,b'334894942'
b'RepLindaSanchez',b'Linda T. S\xc3\xa1nchez',b'I work for #CA38. \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 Fmr. Vice Chair @HouseDemocrats & @HispanicCaucus Chair. Serve on the @WaysMeansCmte. Die-hard @Dodgers Fan. \xe2\x9a\xbe\xef\xb8\x8f',36528,1975,2011-06-06 16:50:45,"b'Norwalk, CA & Washington, D.C.'",312134473,b'312134473'
b'RepStephenLynch',b'Rep. Stephen Lynch',b'The official Twitter account of Congressman Stephen F. Lynch. Proudly serving the 8th Congressional District of Massachusetts.',23406,407,2011-06-03 14:48:36,"b'Washington, D.C. / Boston, MA'",310310133,b'310310133'
b'Call_Me_Dutch',b'Dutch Ruppersberger',"b""U.S. Congressman serving Maryland's 2nd District. Member of House Appropriations Committee. Loves all things Baltimore esp. the Ravens, Orioles and crabs.""",16606,2223,2011-05-26 14:39:08,"b'Washington, DC'",305620929,b'305620929'
b'RepBobbyRush',b'Bobby L. Rush',"b'Official Twitter account of Congressman Bobby L. Rush, proudly representing the 1st Congressional District of Illinois.'",23306,984,2011-05-25 20:59:25,"b'Chicago, IL'",305216911,b'305216911'
b'RepThompson',b'Mike Thompson',"b""Rep. Mike Thompson represents California's 5th Congressional District and chairs the House Gun Violence Prevention Task Force.""",31026,421,2011-05-23 14:58:06,"b'St. Helena, CA'",303861808,b'303861808'
b'CongPalazzo',b'Cong. Steven Palazzo',b'I proudly represent the Fourth Congressional District of Mississippi. For more information on my work in Congress please visit https://t.co/mVuIJhRJpQ.',16069,1875,2011-05-16 20:52:25,b'Mississippi',299883942,b'299883942'
b'SenJohnThune',b'Senator John Thune',"b'U.S. Senator John Thune, South Dakota. Senate Republican Whip. Father. Grandfather. Husband. Avid Outdoorsman. Sports Fan.'",95325,325,2011-05-10 16:41:48,b'',296361085,b'296361085'
b'RepAdrianSmith',b'Rep. Adrian Smith',b'Proudly serving the 3rd District of Nebraska in the U.S. House of Representatives',12897,393,2011-05-10 12:52:01,"b'Gering, NE / Washington, DC'",296245061,b'296245061'
b'ConawayTX11',b'Mike Conaway',"b'Proud to serve the 11th Congressional District of Texas. Ranking Member of @HouseAgGOP, member of @HASCRepublicans & #HPSCI.'",22266,1424,2011-05-09 13:56:50,b'',295685416,b'295685416'
b'PattyMurray',b'Senator Patty Murray',b'Official account of U.S. Senator Patty Murray (D-WA) | Tweets come from staff unless signed \xe2\x80\x9c-PM\xe2\x80\x9d by Senator Murray | RT\xe2\x89\xa0endorsement',426035,2171,2011-05-04 20:23:35,b'WA & DC',293131808,b'293131808'
b'SenatorEnzi',b'Mike Enzi',b'Mike Enzi is Wyoming\xe2\x80\x99s 20th U.S. Senator. His joy of representing Wyoming is topped by few things. (Being a grandfather and fly fishing are two.)',94615,604,2011-05-02 15:26:39,b'',291756142,b'291756142'
b'HouseVetAffairs',"b""House Veterans' Affairs GOP""","b""Official Twitter for the House Committee on Veterans\xe2\x80\x99 Affairs Republicans | Proudly Serving America's Veterans and Their Families | Ranking Member @DrPhilRoe""",16781,299,2011-04-14 14:49:32,"b'Washington, D.C.'",282093902,b'282093902'
b'RepWebster',b'Daniel Webster',b'A family man and small-business owner who is dedicated to serving the citizens of Central Florida with honor and integrity.',25719,292,2011-04-13 13:47:05,b'Central Florida',281540744,b'281540744'
b'MarshaBlackburn',b'Sen. Marsha Blackburn',b'I am honored to serve the people of Tennessee.',91997,2737,2011-04-06 18:05:33,"b'Brentwood, TN'",278145569,b'278145569'
b'SenBlumenthal',b'Richard Blumenthal',"b'Official Twitter account of U.S. Senator Richard Blumenthal, proudly working for the people of Connecticut.'",610801,992,2011-04-06 17:13:53,"b'Connecticut, USA'",278124059,b'278124059'
b'RepZoeLofgren',b'Rep. Zoe Lofgren',"b""Member of Congress Proudly Representing CA's 19th Congressional District in Silicon Valley's cities of San Jose, Morgan Hill & Gilroy""",48122,134,2011-03-17 21:06:21,b'',267938462,b'267938462'
b'RepRichmond',b'Rep Cedric Richmond',b'Representing the 2nd Congressional District of Louisiana and the Who Dat Nation. House Democratic Assistant to the Majority Whip. IG: https://t.co/lkfRG1AFXI',29560,876,2011-03-17 17:30:45,b'',267854863,b'267854863'
b'SenatorWicker',b'Senator Roger Wicker',b'Senior U.S. Senator for Mississippi. Chairman @SenateCommerce. Please visit my website for updates.',86404,371,2011-03-11 14:59:01,"b'Mississippi & Washington, DC'",264219447,b'264219447'
b'RepMaloney',b'Carolyn  B. Maloney',"b'Honored to rep #NY12 in the US House. A progressive fmr teacher fighting for #Manhattan, #Brooklyn & #Queens. Proud to wear FDNY coat to #renew911VCF! DMs open'",44133,3293,2011-02-28 19:06:50,b'New York City',258900199,b'258900199'
b'RepJoeWilson',b'Joe Wilson',b'Official Twitter account of U.S. Representative Joe Wilson. Grateful to serve the Second Congressional District of South Carolina.',14344,443,2011-02-18 15:18:45,"b'Springdale, SC'",254082173,b'254082173'
b'RepTomReed',b'Tom Reed',"b""Tom Reed represents New York's 23rd Congressional District""",17957,686,2011-02-16 00:03:43,b'',252819323,b'252819323'
b'RepPeterDeFazio',b'Rep Peter DeFazio',b'Representing the 4th Congressional District in Oregon',30902,733,2011-02-14 20:20:20,b'',252249233,b'252249233'
b'RonWyden',b'Ron Wyden',b'U.S. Senator from Oregon. @SenateFinance Ranking Member. Follow @WydenPress for updates from my staff. Instagram: https://t.co/a6CyBjcD79',461112,476,2011-02-10 16:08:15,b'Oregon',250188760,b'250188760'
b'SenatorCarper',b'Senator Tom Carper',"b'Husband, father, proud @USNavy veteran and former governor. U.S. Senator for Delaware and ranking member @EPWDems'",97555,1437,2011-02-09 19:46:42,b'Delaware',249787913,b'249787913'
b'SanfordBishop',"b'Sanford Bishop, Jr.'","b""Proudly representing Georgia's 2nd Congressional District. Chairman of House Appropriations Subcommittee on Agriculture  https://t.co/gQh6pvYihy""",20310,780,2011-02-09 00:23:10,b'Georgia 2nd CD & Washington DC',249410485,b'249410485'
b'RepAnnaEshoo',b'Rep. Anna G. Eshoo',"b""Representing California's 18th Congressional District--the heart of Silicon Valley.""",44777,898,2011-02-08 21:36:03,"b'Palo Alto, CA'",249348006,b'249348006'
b'RepBarbaraLee',b'Rep. Barbara Lee',"b'Progressive Democrat representing the #EastBay. Promoting justice for all, peace, & human rights. @ProChoiceCaucus Co-Chair. Proud member of the #resistance.'",248607,16272,2011-02-07 16:28:28,"b'Washington, DC and Oakland, CA'",248735463,b'248735463'
b'sethmoulton',b'Seth Moulton',"b""Father, husband, Marine, Congressman. It's time for a new generation of leadership.""",147415,2438,2011-02-07 03:35:59,"b'Salem, MA'",248495200,b'248495200'
b'SenatorDurbin',b'Senator Dick Durbin',b'Serving the people of Illinois. Democratic Whip.',630496,2408,2011-02-04 15:50:42,b'',247334603,b'247334603'
b'HouseJudiciary',b'House Judiciary Dems',"b'Proudly working to protect and defend the safety, privacy, consumer rights, civil rights and civil liberties of all Americans. Chairman @RepJerryNadler \xe2\x9a\x96'",97278,933,2011-02-02 17:00:48,"b'Washington, D.C.'",246357149,b'246357149'
b'RepJimCosta',b'Rep. Jim Costa',"b""Costa represents California's 16th District. He serves on the Agriculture & Natural Resources Committees. This account is for official use only.""",20554,627,2011-01-31 18:42:23,b'',245451804,b'245451804'
b'HerreraBeutler',b'JaimeHerreraBeutler',"b""I'm proud to have grown up in SW WA, and honored to represent this wonderful region in the U.S. Congress. Sign up for my e-newsletter \xe2\x9e\xa1\xef\xb8\x8f https://t.co/pMK3BznGfq""",21238,821,2011-01-25 22:36:44,b'',242926427,b'242926427'
b'RepTipton',b'Rep. Scott Tipton',"b""Proud to Represent the people of #Colorado's 3rd Congressional District. Member of @FinancialCmte, & Vice Chairman of @westerncaucus""",24815,1349,2011-01-25 20:01:25,"b'Cortez, CO'",242873057,b'242873057'
b'SenatorLeahy',b'Sen. Patrick Leahy',b'',192497,2628,2011-01-25 18:20:07,"b'Washington, DC'",242836537,b'242836537'
b'RepFrankLucas',b'Frank Lucas',"b'Husband, Dad, 5th Generation Oklahoman. Ranking Member @housesciencegop. Proudly representing Oklahoma\xe2\x80\x99s Third Congressional District.'",19812,321,2011-01-25 15:24:07,"b'Cheyenne, OK'",242772524,b'242772524'
b'SenWhitehouse',b'Sheldon Whitehouse',"b'U.S. Senator from Rhode Island, the Ocean State.'",340941,1851,2011-01-25 01:52:03,b'Rhode Island',242555999,b'242555999'
b'RepMcGovern',b'Rep. Jim McGovern',b'Dad. Husband. #Worcester born & raised. Chairman of @RulesDemocrats & @CECCgov. Co-Chair of @TLhumanrights. Fighting to #EndHungerNow #OverturnCitizensUnited',68660,638,2011-01-24 19:18:36,"b'Massachusetts, USA'",242426145,b'242426145'
b'RepYvetteClarke',b'Yvette D. Clarke',b'Representing New York\xe2\x80\x99s 9th Congressional District. Brooklyn bred. Vice Chair of @EnergyCommerce // press: sarah.sinovic@mail.house.gov',64961,3855,2011-01-20 20:14:21,"b'Brooklyn, NY'",240812994,b'240812994'
b'RepGosar',"b'Rep. Paul Gosar, DDS'","b'Representative for AZ\xe2\x80\x99s 4th District, Chairman of @WesternCaucus, Republican Leader of Energy & Minerals @NatResources. #BuildTheWall #MAGA \xf0\x9f\x87\xba\xf0\x9f\x87\xb8'",61825,4525,2011-01-20 17:44:27,b'',240760644,b'240760644'
b'RepMcKinley',b'David B. McKinley',b'Proud to serve the First District of West Virginia in the U.S. House of Representatives. Member of the Energy and Commerce Committee. Staff-run account',30656,1077,2011-01-19 22:29:00,b'',240427862,b'240427862'
b'RepJeffDuncan',b'Rep. Jeff Duncan',"b""Christian, husband, father, small business owner. Lover of football & the outdoors. Employee for the people of SC's Third Congressional District. Call me Jeff.""",57255,17210,2011-01-19 20:45:16,"b'Laurens, SC'",240393970,b'240393970'
b'HomelandGOP',b'House Homeland GOP',b'News & updates from U.S. House of Representatives Homeland Security Committee Republicans. Led by @RepMikeRogersAL (R-Ala.).',22356,1045,2011-01-18 21:11:04,"b'Washington, DC'",239964567,b'239964567'
b'RepKarenBass',b'Congressmember Bass',"b""Representing California's 37th District, which includes Los Angeles, South LA, and Culver City. https://t.co/XHzgMSAQAc""",112488,2651,2011-01-18 20:25:36,b'Los Angeles & Washington',239949176,b'239949176'
b'RepWalberg',b'Rep Tim Walberg',"b'Proudly serving the Michigan 7th District, tweet at me or join the discussion on Facebook https://t.co/s2yk4ilkLp'",17419,1340,2011-01-13 20:26:26,b'MI 7th Congressional District',237862972,b'237862972'
b'RepHartzler',b'Rep. Vicky Hartzler',b'I serve the hardworking Missourians of #MO4. Working to reduce big govt. burden & unleash American spirit. On Armed Services and Agriculture Committees.',24139,831,2011-01-13 15:38:52,"b'Harrisonville, Missouri'",237763317,b'237763317'
b'RepSteveChabot',b'Rep. Steve Chabot',"b'Husband, grandpa, public servant, & proud Cincinnatian. Chairman of @HouseSmallBiz & senior Member on @HouseJudiciary & @HouseForeign.'",28519,3002,2011-01-13 15:03:08,b'Cincinnati',237750442,b'237750442'
b'RepBillFlores',b'U.S. Representative Bill Flores',"b'I serve hardworking Texas families in District 17 to rebuild our national security, improve economic opportunity, and protect our Constitutional liberties.'",20388,3898,2011-01-12 15:20:23,b'17th District of Texas',237312687,b'237312687'
b'RepMoBrooks',b'Mo Brooks',"b'Thanks for following Alabama\xe2\x80\x99s 5th District Congressman. Political discourse welcome. BLOCKED: Profanity, defamation, lying. PLEASE RETWEET GOOD INFO!'",34854,1394,2011-01-12 14:46:14,b'Alabama',237299871,b'237299871'
b'SenGaryPeters',b'Senator Gary Peters',b'U.S. Senator proudly representing the state of Michigan.',112017,1210,2011-01-10 19:17:36,b'',236511574,b'236511574'
b'NormaJTorres',b'Rep. Norma Torres',"b""U.S. Representative for California's 35th District. @AppropsDems @RulesDemocrats""",33308,977,2011-01-10 06:30:14,b'',236279233,b'236279233'
b'DesJarlaisTN04',b'Scott DesJarlais',"b""Individual Rights. Small Government. Strong Defense. Representing Tennessee's 4th District in Congress.""",19050,1870,2011-01-07 21:47:44,b'',235312723,b'235312723'
b'SenCoryGardner',b'Cory Gardner',b'Proudly serving the state of Colorado in the United States Senate. This is my official Senate Twitter account.',122214,277,2011-01-07 17:02:56,b'Colorado',235217558,b'235217558'
b'RepChuck',b'Chuck Fleischmann',b'My official House office Twitter account. I work for the people of TN-03.',17085,713,2011-01-07 15:46:29,"b'Washington, D.C./TN-03'",235190657,b'235190657'
b'RepBobGibbs',b'Rep. Bob Gibbs',b'R-OH https://t.co/2BckMkGpZV',36809,1695,2011-01-06 17:17:21,b'US Congress',234822928,b'234822928'
b'RepLarryBucshon',"b'Larry Bucshon, MD'",b'Congressman representing Hoosiers from #IN08. Doctor. Member of @HouseCommerce. https://t.co/4eq38gWLlg',21809,1985,2011-01-06 16:45:56,"b""Indiana's 8th District""",234812598,b'234812598'
b'AustinScottGA08',b'Rep. Austin Scott',b'I am proud to represent the 8th Congressional District of Georgia. | Committees: @HASCRepublicans and @HouseAgGOP | Also at https://t.co/gEh48fmc4Q.',22875,466,2011-01-06 16:01:46,"b'Tifton, GA'",234797704,b'234797704'
b'HouseAgGOP',b'House Ag GOP',b'News and updates from Ranking Member K. Michael Conaway (TX-11) and the House Agriculture Committee Republicans.',22470,1201,2011-01-06 00:23:09,"b'Washington, DC'",234573331,b'234573331'
b'rep_stevewomack',b'Rep. Steve Womack',"b""Proud to serve the folks of Arkansas's 3rd District. Ranking Member of @HouseBudgetGOP.""",21451,1512,2011-01-05 18:53:03,"b""Arkansas's 3rd District""",234469322,b'234469322'
b'Sen_JoeManchin',b'Senator Joe Manchin',"b'U.S. Senator for #WV. Ranking member @EnergyDems. Please do not hesitate to contact me to share your commonsense ideas, concerns or if you need assistance.'",183275,743,2011-01-05 14:13:33,"b'West Virginia, USA'",234374703,b'234374703'
b'SenToddYoung',b'Senator Todd Young',b'I proudly serve Hoosier families in the U.S. Senate. Contact my office at (202) 224-5623 for assistance. You can also visit our website for additional info.',48062,505,2011-01-04 22:35:16,b'Indiana',234128524,b'234128524'
b'RepMGriffith',b'Morgan Griffith',b'Congressman Griffith represents the 9th District of Virginia in the U.S. House of Representatives.',29492,454,2011-01-04 19:05:24,b'9th District of Virginia',234057152,b'234057152'
b'RepWilson',b'Rep Frederica Wilson',b'Former educator & state legislator; founder & chair of FL Ports Caucus; founder of 5000 Role Models of Excellence Project; #WHEREARETHEGIRLS?',73479,3540,2011-01-04 17:08:09,b'Washington DC',234014087,b'234014087'
b'RepHuizenga',b'Rep. Bill Huizenga',b'I serve the people of the 2nd District of Michigan. Member of Financial Services Committee. Father of 5. Visit http://t.co/Rj7T6mD76d for even more!',21235,4999,2011-01-04 14:01:28,"b'2nd District, MI'",233949261,b'233949261'
